  -1.8662e-10  -6.0380e-10  -8.9871e-11
  -4.6092e-11  -7.6481e-10  -2.0194e-10
   1.2914e-10  -9.2582e-10  -1.6194e-10
  -8.9871e-11  -4.0253e-11   1.8662e-10
  -2.0194e-10  -2.0127e-10   4.6091e-11
  -1.6194e-10  -3.6228e-10  -1.2914e-10
  -2.0307e-16  -5.2329e-10  -2.0713e-10
   1.6194e-10  -6.8430e-10  -1.2915e-10
  -1.2915e-10  -1.2076e-10  -1.6194e-10
   4.6091e-11  -2.8177e-10  -2.0194e-10
   1.8662e-10  -4.4279e-10  -8.9872e-11
   8.9871e-11  -4.0253e-11  -1.8662e-10
   2.0194e-10  -2.0127e-10  -4.6092e-11
   2.0713e-10   4.0253e-11            0
   2.0194e-10   2.8177e-10   4.6091e-11
   8.9871e-11   1.2076e-10   1.8662e-10
   1.8662e-10   5.2329e-10   8.9871e-11
   4.6091e-11   3.6228e-10   2.0194e-10
  -1.2914e-10   2.0127e-10   1.6194e-10
  -2.0713e-10   4.0253e-11   1.3538e-16
   1.6194e-10   7.6481e-10   1.2914e-10
   6.7690e-17   6.0380e-10   2.0713e-10
  -1.6194e-10   4.4279e-10   1.2915e-10
  -2.0194e-10   2.8177e-10  -4.6091e-11
  -8.9872e-11   1.2076e-10  -1.8662e-10
   1.2915e-10   1.0063e-09   1.6194e-10
  -4.6091e-11   8.4532e-10   2.0194e-10
  -1.8662e-10   6.8430e-10   8.9872e-11
  -1.8662e-10   5.2329e-10  -8.9871e-11
  -4.6092e-11   3.6228e-10  -2.0194e-10
   1.2914e-10   2.0127e-10  -1.6194e-10
  -8.9871e-11   1.0868e-09   1.8662e-10
  -2.0194e-10   9.2582e-10   4.6091e-11
  -1.6194e-10   7.6481e-10  -1.2914e-10
  -2.0307e-16   6.0380e-10  -2.0713e-10
   1.6194e-10   4.4279e-10  -1.2915e-10
  -1.2915e-10   1.0063e-09  -1.6194e-10
   4.6091e-11   8.4532e-10  -2.0194e-10
   1.8662e-10   6.8430e-10  -8.9872e-11
   8.9871e-11   1.0868e-09  -1.8662e-10
   2.0194e-10   9.2582e-10  -4.6092e-11
   2.0713e-10   1.1673e-09            0
   2.0194e-10   1.4089e-09   4.6091e-11
   8.9871e-11   1.2478e-09   1.8662e-10
   1.8662e-10   1.6504e-09   8.9871e-11
   4.6091e-11   1.4894e-09   2.0194e-10
  -1.2914e-10   1.3284e-09   1.6194e-10
  -2.0713e-10   1.1673e-09   1.3538e-16
   1.6194e-10   1.8919e-09   1.2914e-10
   6.7690e-17   1.7309e-09   2.0713e-10
  -1.6194e-10   1.5699e-09   1.2915e-10
  -2.0194e-10   1.4089e-09  -4.6091e-11
  -8.9872e-11   1.2478e-09  -1.8662e-10
   1.2915e-10   2.1334e-09   1.6194e-10
  -4.6091e-11   1.9724e-09   2.0194e-10
  -1.8662e-10   1.8114e-09   8.9872e-11
  -1.8662e-10   1.6504e-09  -8.9871e-11
  -4.6092e-11   1.4894e-09  -2.0194e-10
   1.2914e-10   1.3284e-09  -1.6194e-10
  -8.9871e-11   2.2139e-09   1.8662e-10
  -2.0194e-10   2.0529e-09   4.6091e-11
  -1.6194e-10   1.8919e-09  -1.2914e-10
  -2.0307e-16   1.7309e-09  -2.0713e-10
   1.6194e-10   1.5699e-09  -1.2915e-10
  -1.2915e-10   2.1334e-09  -1.6194e-10
   4.6091e-11   1.9724e-09  -2.0194e-10
   1.8662e-10   1.8114e-09  -8.9872e-11
   8.9871e-11   2.2139e-09  -1.8662e-10
   2.0194e-10   2.0529e-09  -4.6092e-11
   2.0713e-10   2.2944e-09            0
   2.0194e-10   2.5360e-09   4.6091e-11
   8.9871e-11   2.3749e-09   1.8662e-10
   1.8662e-10   2.7775e-09   8.9871e-11
   4.6091e-11   2.6165e-09   2.0194e-10
  -1.2914e-10   2.4554e-09   1.6194e-10
  -2.0713e-10   2.2944e-09   1.3538e-16
   1.6194e-10   3.0190e-09   1.2914e-10
   6.7690e-17   2.8580e-09   2.0713e-10
  -1.6194e-10   2.6970e-09   1.2915e-10
  -2.0194e-10   2.5360e-09  -4.6091e-11
  -8.9872e-11   2.3749e-09  -1.8662e-10
   1.2915e-10   3.2605e-09   1.6194e-10
  -4.6091e-11   3.0995e-09   2.0194e-10
  -1.8662e-10   2.9385e-09   8.9872e-11
  -1.8662e-10   2.7775e-09  -8.9871e-11
  -4.6092e-11   2.6165e-09  -2.0194e-10
   1.2914e-10   2.4554e-09  -1.6194e-10
  -8.9871e-11   3.3410e-09   1.8662e-10
  -2.0194e-10   3.1800e-09   4.6091e-11
  -1.6194e-10   3.0190e-09  -1.2914e-10
  -2.0307e-16   2.8580e-09  -2.0713e-10
   1.6194e-10   2.6970e-09  -1.2915e-10
  -1.2915e-10   3.2605e-09  -1.6194e-10
   4.6091e-11   3.0995e-09  -2.0194e-10
   1.8662e-10   2.9385e-09  -8.9872e-11
   8.9871e-11   3.3410e-09  -1.8662e-10
   2.0194e-10   3.1800e-09  -4.6092e-11
   2.0713e-10   3.4215e-09            0
   2.0194e-10   3.6630e-09   4.6091e-11
   8.9871e-11   3.5020e-09   1.8662e-10
   1.8662e-10   3.9046e-09   8.9871e-11
   4.6091e-11   3.7435e-09   2.0194e-10
  -1.2914e-10   3.5825e-09   1.6194e-10
  -2.0713e-10   3.4215e-09   1.3538e-16
   1.6194e-10   4.1461e-09   1.2914e-10
   6.7690e-17   3.9851e-09   2.0713e-10
  -1.6194e-10   3.8241e-09   1.2915e-10
  -2.0194e-10   3.6630e-09  -4.6091e-11
  -8.9872e-11   3.5020e-09  -1.8662e-10
   1.2915e-10   4.3876e-09   1.6194e-10
  -4.6091e-11   4.2266e-09   2.0194e-10
  -1.8662e-10   4.0656e-09   8.9872e-11
  -1.8662e-10   3.9046e-09  -8.9871e-11
  -4.6092e-11   3.7435e-09  -2.0194e-10
   1.2914e-10   3.5825e-09  -1.6194e-10
  -8.9871e-11   4.4681e-09   1.8662e-10
  -2.0194e-10   4.3071e-09   4.6091e-11
  -1.6194e-10   4.1461e-09  -1.2914e-10
  -2.0307e-16   3.9851e-09  -2.0713e-10
   1.6194e-10   3.8241e-09  -1.2915e-10
  -1.2915e-10   4.3876e-09  -1.6194e-10
   4.6091e-11   4.2266e-09  -2.0194e-10
   1.8662e-10   4.0656e-09  -8.9872e-11
   8.9871e-11   4.4681e-09  -1.8662e-10
   2.0194e-10   4.3071e-09  -4.6092e-11
   2.0713e-10   4.5486e-09            0
   2.0194e-10   4.7901e-09   4.6091e-11
   8.9871e-11   4.6291e-09   1.8662e-10
   1.8662e-10   5.0317e-09   8.9871e-11
   4.6091e-11   4.8706e-09   2.0194e-10
  -1.2914e-10   4.7096e-09   1.6194e-10
  -2.0713e-10   4.5486e-09   1.3538e-16
   1.6194e-10   5.2732e-09   1.2914e-10
   6.7690e-17   5.1122e-09   2.0713e-10
  -1.6194e-10   4.9511e-09   1.2915e-10
  -2.0194e-10   4.7901e-09  -4.6091e-11
  -8.9872e-11   4.6291e-09  -1.8662e-10
   1.2915e-10   5.5147e-09   1.6194e-10
  -4.6091e-11   5.3537e-09   2.0194e-10
  -1.8662e-10   5.1927e-09   8.9872e-11
  -1.8662e-10   5.0317e-09  -8.9871e-11
  -4.6092e-11   4.8706e-09  -2.0194e-10
   1.2914e-10   4.7096e-09  -1.6194e-10
  -8.9871e-11   5.5952e-09   1.8662e-10
  -2.0194e-10   5.4342e-09   4.6091e-11
  -1.6194e-10   5.2732e-09  -1.2914e-10
  -2.0307e-16   5.1122e-09  -2.0713e-10
   1.6194e-10   4.9511e-09  -1.2915e-10
  -1.2915e-10   5.5147e-09  -1.6194e-10
   4.6091e-11   5.3537e-09  -2.0194e-10
   1.8662e-10   5.1927e-09  -8.9872e-11
   8.9871e-11   5.5952e-09  -1.8662e-10
   2.0194e-10   5.4342e-09  -4.6092e-11
